spawngroup,225343,60000096
spawngroup,225344,60000097
spawngroup,225345,60000098
spawngroup,225346,60000099
spawngroup,225347,60000100
spawngroup,225348,60000101
spawngroup,225349,60000102
spawngroup,225350,60000103
spawngroup,225351,60000104
spawngroup,225352,60000105
spawngroup,225353,60000106
spawngroup,225354,60000107
spawngroup,225355,60000108
spawngroup,225356,60000109
spawngroup,225357,60000110
spawngroup,225358,60000111
spawngroup,225359,60000112
spawngroup,225360,60000113
spawngroup,225361,60000114
spawngroup,225362,60000115
spawngroup,225363,60000116
spawngroup,225364,60000117
spawngroup,225365,60000118
spawngroup,225366,60000119
spawngroup,225367,60000120
spawngroup,225368,60000121
spawngroup,225369,60000122
spawn2,326895,40000000
spawn2,326896,40000001
spawn2,326897,40000002
spawn2,326898,40000003
spawn2,326899,40000004
spawn2,326900,40000005
spawn2,326901,40000006
spawn2,326902,40000007
spawn2,326903,40000008
spawn2,326904,40000009
spawn2,326905,40000010
spawn2,326906,40000011
spawn2,326907,40000012
spawn2,326908,40000013
spawn2,326909,40000014
spawn2,326910,40000015
spawn2,326911,40000016
spawn2,326912,40000017
spawn2,326913,40000018
spawn2,326914,40000019
spawn2,326915,40000020
spawn2,326916,40000021
spawn2,326917,40000022
spawn2,326918,40000023
spawn2,326919,40000024
spawn2,326920,40000025
spawn2,326921,40000026
spawn2,326922,40000027
spawn2,326923,40000028
spawn2,326924,40000029
spawn2,326925,40000030
spawn2,326926,40000031
spawn2,326927,40000032
spawn2,326928,40000033
spawn2,326929,40000034
spawn2,326930,40000035
spawn2,326931,40000036
spawn2,326932,40000037
spawn2,326933,40000038
spawn2,326934,40000039
spawn2,326935,40000040
spawn2,326936,40000041
spawn2,326937,40000042
spawn2,326938,40000043
spawn2,326939,40000044
spawn2,326940,40000045
spawn2,326941,40000046
spawn2,326942,40000047
spawn2,326943,40000048
spawn2,326944,40000049
spawn2,326945,40000050
spawn2,326946,40000051
spawn2,326947,40000052
spawn2,326948,40000053
spawn2,326949,40000054
spawn2,326950,40000055
spawn2,326951,40000056
spawn2,326952,40000057
spawn2,326953,40000058
spawn2,326954,40000059
spawn2,326955,40000060
spawn2,326956,40000061
spawn2,326957,40000062
spawn2,326958,40000063
spawn2,326959,40000064
spawn2,326960,40000065
spawn2,326961,40000066
spawn2,326962,40000067
spawn2,326963,40000068
spawn2,326964,40000069
spawn2,326965,40000070
spawn2,326966,40000071
spawn2,326967,40000072
spawn2,326968,40000073
spawn2,326969,40000074
spawn2,326970,40000075
spawn2,326971,40000076
spawn2,326972,40000077
spawn2,326973,40000078
spawn2,326974,40000079
spawn2,326975,40000080
spawn2,326976,40000081
spawn2,326977,40000082
spawn2,326978,40000083
spawn2,326979,40000084
spawn2,326980,40000085
spawn2,326981,40000086
spawn2,326982,40000087
spawn2,326983,40000088
spawn2,326984,40000089
spawn2,326985,40000090
spawn2,326986,40000091
spawn2,326987,40000092
spawn2,326988,40000093
spawn2,326989,40000094
spawn2,326990,40000095
spawn2,326991,40000096
spawn2,326992,40000097
spawn2,326993,40000098
spawn2,326994,40000099
spawn2,326995,40000100
spawn2,326996,40000101
spawn2,326997,40000102
spawn2,326998,40000103
spawn2,326999,40000104
spawn2,327000,40000105
spawn2,327001,40000106
spawn2,327002,40000107
spawn2,327003,40000108
spawn2,327004,40000109
spawn2,327005,40000110
spawn2,327006,40000111
spawn2,327007,40000112
spawn2,327008,40000113
spawn2,327009,40000114
spawn2,327010,40000115
spawn2,327011,40000116
spawn2,327012,40000117
spawn2,327013,40000118
spawn2,327014,40000119
spawn2,327015,40000120
spawn2,327016,40000121
spawn2,327017,40000122
spawn2,327018,40000123
spawn2,327019,40000124
spawn2,327020,40000125
spawn2,327021,40000126
spawn2,327022,40000127
spawn2,327023,40000128
spawn2,327024,40000129
spawn2,327025,40000130
spawn2,327026,40000131
spawn2,327027,40000132
spawn2,327028,40000133
spawn2,327029,40000134
spawn2,327030,40000135
spawn2,327031,40000136
spawn2,327032,40000137
spawn2,327033,40000138
spawn2,327034,40000139
spawn2,327035,40000140
spawn2,327036,40000141
spawn2,327037,40000142
spawn2,327038,40000143
spawn2,327039,40000144
spawn2,327040,40000145
spawn2,327041,40000146
spawn2,327042,40000147
spawn2,327043,40000148
spawn2,327044,40000149
spawn2,327045,40000150
spawn2,327046,40000151
spawn2,327047,40000152
spawn2,327048,40000153
spawn2,327049,40000154
spawn2,327050,40000155
spawn2,327051,40000156
spawn2,327052,40000157
spawn2,327053,40000158
spawn2,327054,40000159
spawn2,327055,40000160
spawn2,327056,40000161
spawn2,327057,40000162
spawn2,327058,40000163
spawn2,327059,40000164
spawn2,327060,40000165
spawn2,327061,40000166
spawn2,327062,40000167
spawn2,327063,40000168
spawn2,327064,40000169
spawn2,327065,40000170
spawn2,327066,40000171
spawn2,327067,40000172
spawn2,327068,40000173
spawn2,327069,40000174
spawn2,327070,40000175
spawn2,327071,40000176
spawn2,327072,40000177
spawn2,327073,40000178
spawn2,327074,40000179
spawn2,327075,40000180
spawn2,327076,40000181
spawn2,327077,40000182
spawn2,327078,40000183
spawn2,327079,40000184
spawn2,327080,40000185
spawn2,327081,40000186
spawn2,327082,40000187
spawn2,327083,40000188
spawn2,327084,40000189
spawn2,327085,40000190
spawn2,327086,40000191
spawn2,327087,40000192
spawn2,327088,40000193
spawn2,327089,40000194
spawn2,327090,40000195
spawn2,327091,40000196
spawn2,327092,40000197
spawn2,327093,40000198
spawn2,327094,40000199
spawn2,327095,40000200
spawn2,327096,40000201
spawn2,327097,40000202
spawn2,327098,40000203
spawn2,327099,40000204
spawn2,327100,40000205
spawn2,327101,40000206
spawn2,327102,40000207
spawn2,327103,40000208
spawn2,327104,40000209
spawn2,327105,40000210
spawn2,327106,40000211
spawn2,327107,40000212
spawn2,327108,40000213
spawn2,327109,40000214
spawn2,327110,40000215
spawn2,327111,40000216
spawn2,327112,40000217
spawn2,327113,40000218
spawn2,327114,40000219
spawn2,327115,40000220
spawn2,327116,40000221
spawn2,327117,40000222
spawn2,327118,40000223
spawn2,327119,40000224
spawn2,327120,40000225
spawn2,327121,40000226
spawn2,327122,40000227
spawn2,327123,40000228
spawn2,327124,40000229
spawn2,327125,40000230
spawn2,327126,40000231
spawn2,327127,40000232
spawn2,327128,40000233
spawn2,327129,40000234
spawn2,327130,40000235
spawn2,327131,40000236
spawn2,327132,40000237
spawn2,327133,40000238
spawn2,327134,40000239
spawn2,327135,40000240
spawn2,327136,40000241
spawn2,327137,40000242
spawn2,327138,40000243
spawn2,327139,40000244
spawn2,327140,40000245
spawn2,327141,40000246
spawn2,327142,40000247
spawn2,327143,40000248
spawn2,327144,40000249
spawn2,327145,40000250
spawn2,327146,40000251
spawn2,327147,40000252
spawn2,327148,40000253
spawn2,327149,40000254
spawn2,327150,40000255
spawn2,327151,40000256
spawn2,327152,40000257
spawn2,327153,40000258
spawn2,327154,40000259
spawn2,327155,40000260
spawn2,327156,40000261
spawn2,327157,40000262
spawn2,327158,40000263
spawn2,327159,40000264
spawn2,327160,40000265
spawn2,327161,40000266
spawn2,327162,40000267
spawn2,327163,40000268
spawn2,327164,40000269
spawn2,327165,40000270
spawn2,327166,40000271
spawn2,327167,40000272
spawn2,327168,40000273
spawn2,327169,40000274
spawn2,327170,40000275
spawn2,327171,40000276
spawn2,327172,40000277
spawn2,327173,40000278
spawn2,327174,40000279
spawn2,327175,40000280
spawn2,327176,40000281
spawn2,327177,40000282
spawn2,327178,40000283
spawn2,327179,40000284
spawn2,327180,40000285
spawn2,327181,40000286
spawn2,327182,40000287
spawn2,327183,40000288
spawn2,327184,40000289
spawn2,327185,40000290
spawn2,327186,40000291
spawn2,327187,40000292
spawn2,327188,40000293
spawn2,327189,40000294
spawn2,327190,40000295
spawn2,327191,40000296
spawn2,327192,40000297
spawn2,327193,40000298
spawn2,327194,40000299
spawn2,327195,40000300
spawn2,327196,40000301
spawn2,327197,40000302
spawn2,327198,40000303
spawn2,327199,40000304
spawn2,327200,40000305
spawn2,327201,40000306
spawn2,327202,40000307
spawn2,327203,40000308
spawn2,327204,40000309
spawn2,327205,40000310
spawn2,327206,40000311
spawn2,327207,40000312
spawn2,327208,40000313
spawn2,327209,40000314
spawn2,327210,40000315
spawn2,369182,40000316
npc_faction,506,20000
npc_faction,614,20001
npc_faction,1410,20002
npc_faction,1603,20003
npc_spells,1,20000001
npc_spells,3,20000003
npc_spells,6,20000006
npc_spells,9,20000009
npc_spells,33,20000033
npc_spells,44,44
npc_spells,157,157
npc_spells,518,20000518
npc_spells,1362,20001362
npc_spells,1363,1363
npc_spells,1364,1364
npc_spells,1365,1365
npc_spells,1366,20001366
npc_spells,1367,20001367
npc_spells,1368,1368
npc_spells,1369,1369
npc_spells,1370,1370
npc_spells,1371,20001371
npc_spells,1372,20001372
npc_spells,1374,20001374
npc_spells,1375,20001375
