"id","name","aug_type","name_pool","archetype","level","lore","focuseffect","worneffect","total_points","stat_count","ac","hp","mana","astr","asta","adex","aagi","awis","aint","acha","mr","fr","cr","dr","pr","heroic_str","heroic_sta","heroic_dex","heroic_agi","heroic_wis","heroic_int","heroic_cha"
"160174","Winaire Valeseeker","lost","soft","caster","20","Lost Soul","2342","0","127","7","0","32","26","0","3","0","0","4","5","0","0","0","0","4","3","0","0","0","0","0","0","0"
"160177","Lain Calmmantle","lost","soft","healer","20","Lost Soul","0","0","121","8","2","23","12","0","3","0","0","6","0","5","0","0","4","4","0","0","0","0","0","0","0","0"
"160191","Elanel Everrise","lost","soft","caster","20","Lost Soul","2339","0","123","7","0","27","26","0","4","0","0","0","5","4","0","0","4","2","0","0","0","0","0","0","0","0"
"160199","Hadwin Fellhold","lost","hard","melee_defense","20","Lost Soul","0","0","103","8","0","11","0","0","2","0","5","4","3","0","6","0","3","0","3","0","0","0","0","0","0","0"
"160202","Hordon Axemark","lost","hard","melee_defense","20","Lost Soul","0","0","86","6","4","26","0","4","2","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"160220","Lendorm Dreadbreaker the Fortified","lost","hard","melee_defense","20","Lost Soul","0","0","103","8","2","19","0","3","4","3","0","0","5","0","0","4","0","2","0","0","0","0","0","0","0","0"
"160233","Borin Palewalker","lost","soft","caster","20","Lost Soul","0","0","137","10","0","0","21","4","4","0","4","0","5","3","5","3","2","2","0","0","0","0","0","0","0","0"
"160243","Lyri Swiftbloom","lost","soft","healer","20","Lost Soul","0","0","119","9","0","0","24","4","5","0","0","3","2","3","0","0","2","3","4","0","0","0","0","0","0","0"
"160273","Tael Emberward","lost","soft","caster","20","Lost Soul","0","0","131","8","0","0","19","6","5","0","5","3","0","0","0","4","0","4","4","0","0","0","0","0","0","0"
"160285","Aryn Palemark the Tender","lost","soft","healer","20","Lost Soul","0","0","141","9","4","22","21","3","5","0","0","2","0","4","0","0","4","0","6","0","0","0","0","0","0","0"
"160292","Celiovawen Tidesong","lost","soft","healer","20","Lost Soul","0","0","115","7","2","22","31","3","5","0","0","0","0","0","3","0","0","0","5","0","0","0","0","0","0","0"
"160298","Skeld Flintward the Resolute","lost","hard","melee_defense","20","Lost Soul","0","0","84","8","0","29","0","0","2","2","1","0","2","0","4","2","0","0","3","0","0","0","0","0","0","0"
"160311","Soren Sagewalker","lost","soft","healer","20","Lost Soul","2342","0","98","6","4","17","31","0","0","0","0","3","0","5","0","2","0","0","0","0","0","0","0","0","0","0"
"160312","Elynrin Calmmark","lost","soft","caster","20","Lost Soul","0","0","96","8","0","0","22","0","1","0","0","2","3","5","2","6","0","2","0","0","0","0","0","0","0","0"
"160318","Daelwen Everrise","lost","soft","caster","20","Lost Soul","0","0","84","6","4","16","17","0","0","0","0","0","2","4","0","0","0","5","0","0","0","0","0","0","0","0"
"160325","Aldren Stillglass","lost","soft","caster","20","Lost Soul","0","0","144","10","0","19","28","2","3","0","0","4","3","4","0","5","3","0","3","0","0","0","0","0","0","0"
"160328","Valdem Dreadsworn","lost","hard","melee_defense","20","Lost Soul","0","0","84","6","4","13","0","0","0","0","4","4","0","0","0","5","4","0","0","0","0","0","0","0","0","0"
"160332","Lyra Stillhollow","lost","soft","healer","20","Lost Soul","0","0","125","8","6","0","20","4","0","0","4","3","0","4","0","0","0","4","5","0","0","0","0","0","0","0"
"160335","Tand","lost","soft","caster","20","Lost Soul","0","0","143","10","0","29","22","3","4","0","5","0","5","3","1","0","2","1","0","0","0","0","0","0","0","0"
"160360","Brennan Axeborn","lost","hard","melee_defense","20","Lost Soul","0","0","84","7","6","14","0","0","5","1","4","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0"
"160365","Vrekolton Axehand","lost","hard","melee_defense","20","Lost Soul","0","0","95","8","3","14","0","3","2","3","0","0","4","0","4","0","4","0","0","0","0","0","0","0","0","0"
"160372","Aeli Moonbloom","lost","soft","healer","20","Lost Soul","0","0","68","6","1","24","14","0","3","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"160396","Aeliel Sageborn","lost","soft","caster","20","Lost Soul","2345","0","106","7","0","14","23","0","2","0","0","6","0","4","0","0","4","3","0","0","0","0","0","0","0","0"
"160402","Maeliraara Stillbrook","lost","soft","healer","20","Lost Soul","2339","0","63","6","4","13","15","0","0","0","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"160418","Winaunaion Emberbrook","lost","soft","caster","20","Lost Soul","0","0","119","8","5","16","22","0","5","0","3","0","1","0","0","6","4","0","0","0","0","0","0","0","0","0"
"160431","Caelin Veilwalker","lost","soft","mixed","20","Lost Soul","0","0","143","10","0","26","29","3","3","0","3","2","0","2","0","3","5","4","0","0","0","0","0","0","0","0"
"160438","Aldric Grimward","lost","hard","melee_offense","20","Lost Soul","0","0","143","10","4","18","0","5","4","4","2","2","0","0","5","0","0","4","6","0","0","0","0","0","0","0"
"160477","Valdoltan Stoneshroud","lost","hard","melee_offense","20","Lost Soul","0","0","135","9","0","22","0","3","0","5","4","3","5","0","2","0","4","0","5","0","0","0","0","0","0","0"
"160517","Gaeliel Calmward","lost","soft","caster","20","Lost Soul","0","0","85","6","4","19","23","0","0","0","0","0","2","5","0","0","0","1","0","0","0","0","0","0","0","0"
"160529","Thren Warvale","lost","hard","melee_defense","20","Lost Soul","0","0","95","7","6","0","0","5","2","0","2","5","0","0","0","4","0","0","3","0","0","0","0","0","0","0"
"160552","Draxakim Coldhand","lost","hard","melee_offense","20","Lost Soul","0","0","83","6","0","28","0","3","4","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0"
"160572","Tavish Stonebrow","lost","hard","melee_offense","20","Lost Soul","0","0","128","9","0","32","0","4","2","2","6","4","0","0","5","2","0","1","0","0","0","0","0","0","0","0"
"160576","Kiran Galeborn","lost","hard","melee_offense","20","Lost Soul","0","0","107","7","0","28","0","0","2","5","3","0","3","0","3","0","0","6","0","0","0","0","0","0","0","0"
"160578","Aldris Loreglass","lost","soft","healer","20","Lost Soul","0","0","117","7","5","34","19","0","4","0","0","3","0","0","0","4","3","0","0","0","0","0","0","0","0","0"
"160591","Nali Duskkeeper","lost","soft","caster","20","Lost Soul","0","0","155","10","0","31","23","5","2","0","3","4","3","0","5","0","4","0","2","0","0","0","0","0","0","0"
"160595","Jardom Grimbreaker","lost","hard","melee_defense","20","Lost Soul","0","0","107","7","4","27","0","0","0","2","4","5","0","0","0","0","5","3","0","0","0","0","0","0","0","0"
"160598","Aldric Galecloak","lost","hard","melee_offense","20","Lost Soul","0","0","110","8","0","30","0","0","4","4","4","2","0","0","3","0","0","1","4","0","0","0","0","0","0","0"
"160621","Tael Stillsinger","restless","soft","caster","20","Restless Soul","0","0","113","9","3","14","28","3","2","0","4","0","2","0","0","0","0","4","2","0","0","0","0","0","0","0"
"160626","Valeria Lighthollow","restless","soft","mixed","20","Restless Soul","0","0","91","8","0","10","0","3","3","0","0","2","4","0","3","0","5","0","3","0","0","0","0","0","0","0"
"160650","Cassin Darkspite","restless","hard","melee_defense","20","Restless Soul","0","0","110","8","5","20","0","0","4","4","3","4","0","0","0","3","0","0","2","0","0","0","0","0","0","0"
"160697","Brak Slateedge","restless","hard","melee_offense","20","Restless Soul","0","0","124","10","1","32","0","2","4","4","3","0","4","0","0","2","3","0","2","0","0","0","0","0","0","0"
"160699","Saelwyn Lighthollow","restless","soft","caster","20","Restless Soul","0","0","119","9","4","0","14","0","3","0","5","3","4","0","3","4","0","4","0","0","0","0","0","0","0","0"
"160706","Kija Mistbrook the Weaver","found","soft","caster","20","Found Soul","0","0","134","10","0","26","27","0","4","0","3","2","3","3","0","0","2","3","2","0","0","0","0","0","0","0"
"160709","Gorven Dirkhold","found","hard","melee_defense","20","Found Soul","0","0","148","13","3","21","0","2","2","2","4","3","3","0","3","4","3","3","5","0","0","0","0","0","0","0"
"160713","Arynellael Paleborne","found","soft","caster","20","Found Soul","0","0","132","12","0","0","20","3","4","0","1","3","2","3","2","5","2","3","4","0","0","0","0","0","0","0"
"160725","Brenna Palehaven","found","soft","caster","20","Found Soul","0","0","153","13","0","12","18","2","5","0","3","3","2","3","3","4","3","4","3","0","0","0","0","0","0","0"
"160729","Helkakon Axeblade","found","hard","melee_defense","20","Found Soul","0","0","137","12","4","21","0","3","2","4","4","1","3","0","0","3","3","3","3","0","0","0","0","0","0","0"
"160008","Valdra Dawnbloom","lost","soft","healer","30","Lost Soul","0","0","241","9","9","33","55","0","7","0","5","7","5","0","0","0","5","0","5","0","0","0","0","0","0","0"
"160013","Pelian Blacksworn","lost","hard","melee_defense","30","Lost Soul","0","0","162","8","4","26","0","5","5","6","6","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0"
"160014","Vaelis","lost","soft","healer","30","Lost Soul","0","0","255","10","0","44","39","6","5","0","0","5","8","7","0","7","4","5","0","0","0","0","0","0","0","0"
"160041","Cormac Emberrise","lost","soft","caster","30","Lost Soul","2337","0","169","6","0","32","38","0","7","0","0","0","8","0","4","9","0","0","0","0","0","0","0","0","0","0"
"160043","Serenel Clearseeker","lost","soft","healer","30","Lost Soul","0","0","209","10","0","26","35","5","5","0","3","6","0","6","5","5","0","6","0","0","0","0","0","0","0","0"
"160073","Falkakok Dreadridge","lost","hard","melee_offense","30","Lost Soul","0","0","252","10","0","48","0","6","6","8","0","5","8","0","5","0","7","6","6","0","0","0","0","0","0","0"
"160088","Idris Glenshade","lost","soft","caster","30","Lost Soul","2337","0","126","6","6","38","30","0","2","0","0","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0"
"160099","Veran Cragcrest","lost","hard","melee_defense","30","Lost Soul","0","0","244","9","0","49","0","7","6","6","3","8","0","0","9","0","7","9","0","0","0","0","0","0","0","0"
"160117","Elanren Tidevale","lost","soft","caster","30","Lost Soul","2334","0","176","6","7","33","55","0","7","0","0","0","0","6","0","0","0","5","0","0","0","0","0","0","0","0"
"160121","Lyri Brightborne","lost","soft","mixed","30","Lost Soul","0","0","204","8","0","38","44","5","0","5","6","0","7","0","5","0","5","0","0","0","0","0","0","0","0","0"
"160125","Lendavnom Bloodhand the Vigilant","lost","hard","melee_defense","30","Lost Soul","0","0","189","7","0","58","42","6","0","3","5","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0"
"160135","Cadrathold Stormedge","lost","hard","melee_offense","30","Lost Soul","0","0","185","8","0","31","0","7","5","7","0","0","9","0","2","0","0","6","6","0","0","0","0","0","0","0"
"160148","Drakund Gravecrest","lost","hard","melee_offense","30","Lost Soul","0","0","157","8","5","23","34","5","5","0","6","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0"
"160175","Trellis Starglass","lost","soft","caster","30","Lost Soul","2367","0","162","7","0","22","33","0","0","0","6","0","4","7","8","0","5","0","0","0","0","0","0","0","0","0"
"160179","Kael Boneedge","lost","hard","melee_defense","30","Lost Soul","0","0","164","6","10","42","0","0","8","0","0","0","6","0","5","0","0","7","0","0","0","0","0","0","0","0"
"160181","Saelovaion Calmmark","lost","soft","healer","30","Lost Soul","0","0","214","10","0","0","31","7","5","0","8","5","0","5","4","0","6","4","7","0","0","0","0","0","0","0"
"160183","Gorv Frostwall","lost","hard","melee_defense","30","Lost Soul","0","0","214","9","0","39","0","5","8","7","7","0","4","0","5","5","7","0","0","0","0","0","0","0","0","0"
